type,priority,storyPoints,complexityScore,riskLevel,hasBlockingDependencies,dependenciesCount,memberLevel,memberAvgCompletionHours,memberAvgDelayHours,memberCompletedTasksCount,memberAvgReopenRate,memberCurrentWorkload,memberAvgWorkLogHours,memberAvgStoryPoints,actualHours
Technical Debt,Medium,3,2,3,0,0,Senior,39.03,4.02,20,0.022,13,33.38,9.16,26.04
Spike,High,5,2,3,0,0,Senior,37.49,0.89,77,0.416,10,28.14,1.24,62.17
Bug,Medium,5,2,4,0,3,Junior,6.89,0.61,27,0.292,5,16.06,3.27,11.21
Feature,Medium,5,5,3,1,3,Junior,13.69,0.87,17,0.029,5,11.76,9.29,47.71
Bug,Medium,3,4,2,1,0,Senior,34.33,2.81,96,0.436,6,7.83,5.19,31.91
Improvement,Medium,2,2,1,0,1,Expert,10.69,3.58,51,0.439,8,8.9,8.97,9.42
Improvement,Medium,2,2,5,0,0,Expert,16.38,2.05,65,0.426,9,34.67,9.5,11.52
Feature,Medium,5,1,3,1,1,Senior,25.79,4.18,97,0.387,9,19.03,9.92,36.22
Feature,Medium,8,3,3,1,1,Senior,23.39,0.96,87,0.339,9,1.42,4.56,65.95
Improvement,Low,3,5,4,0,0,Senior,26.34,2.68,61,0.198,8,2.51,4.09,25.7
Feature,Medium,2,2,4,0,1,Senior,29.11,2.5,18,0.068,4,16.6,7.74,10.42
Feature,Medium,8,4,3,0,1,Senior,29.69,3.7,1,0.144,1,16.08,6.35,55.11
Feature,Low,8,4,3,0,1,Junior,30.03,1.2,69,0.174,0,14.79,6.93,58.35
Bug,Critical,8,4,2,0,0,Junior,39.68,6.52,54,0.179,1,29.0,5.79,73.71
Technical Debt,High,5,1,1,0,3,Senior,15.55,1.36,78,0.283,1,24.91,5.63,13.29
Spike,High,8,4,1,1,2,Expert,3.68,0.39,56,0.104,11,4.65,3.83,22.25
Bug,Medium,1,1,5,1,1,Junior,15.26,3.24,10,0.095,0,13.33,6.36,5.3
Bug,Critical,2,5,1,0,0,Senior,36.64,3.71,15,0.358,11,21.29,3.41,26.04
Feature,High,1,4,5,1,0,Senior,5.17,1.8,84,0.004,7,14.0,4.2,13.14
Bug,High,5,3,4,0,1,Junior,26.58,1.26,61,0.075,2,8.08,6.68,30.31
Feature,Medium,1,2,5,1,0,Senior,18.08,4.47,26,0.217,9,22.35,6.73,11.29
Bug,Critical,3,5,5,1,0,Expert,37.02,1.39,21,0.075,13,21.48,6.19,36.49
Feature,High,3,3,1,1,0,Junior,37.29,1.26,2,0.48,13,34.14,7.07,48.74
Feature,High,3,5,3,0,0,Senior,31.84,1.47,2,0.335,9,20.08,4.71,36.37
Feature,Medium,8,4,4,0,0,Junior,5.74,6.35,20,0.216,11,30.73,6.35,19.83
Feature,Medium,2,5,2,1,0,Expert,2.94,3.18,42,0.056,7,33.27,1.86,6.36
Feature,Medium,3,5,5,0,0,Senior,7.19,2.35,69,0.193,5,15.78,5.35,20.2
Feature,Medium,8,5,5,0,2,Senior,14.23,1.42,88,0.325,0,2.8,6.27,33.05
Spike,High,1,1,5,0,0,Expert,11.17,3.3,36,0.484,12,5.88,4.8,9.02
Bug,Low,5,3,3,1,0,Junior,16.05,1.17,93,0.236,13,18.13,1.15,39.24
Bug,Low,8,4,2,0,2,Junior,7.44,1.97,55,0.346,12,31.36,7.31,24.97
Technical Debt,Medium,13,2,1,0,0,Senior,30.6,2.03,38,0.098,6,23.24,5.1,40.53
Spike,Medium,8,4,4,0,0,Senior,34.12,1.15,19,0.312,2,7.85,2.4,78.82
Bug,Medium,3,4,3,0,0,Senior,20.54,2.29,64,0.12,8,24.84,9.75,21.4
Technical Debt,High,5,1,2,0,2,Junior,38.35,1.89,34,0.099,8,31.4,9.48,31.32
Feature,High,1,1,4,0,1,Senior,6.57,0.89,42,0.255,3,2.03,2.43,5.22
Feature,Low,3,5,1,1,0,Senior,6.02,7.18,89,0.106,1,9.26,7.36,16.98
Bug,Medium,1,4,4,0,1,Junior,9.62,4.82,20,0.361,9,6.21,5.66,12.17
Improvement,Medium,3,3,5,1,3,Senior,39.31,0.84,9,0.469,14,27.66,3.6,36.7
Improvement,Low,8,1,5,0,0,Junior,17.83,2.52,44,0.197,8,31.31,7.16,30.17
Feature,High,3,1,3,0,1,Expert,37.12,2.0,92,0.161,4,19.85,5.03,11.2
Feature,High,5,3,4,0,0,Junior,9.68,0.62,2,0.088,10,29.84,9.09,19.74
Bug,High,3,1,5,1,1,Junior,34.15,2.71,42,0.195,14,23.34,7.33,23.25
Feature,High,3,3,3,1,1,Junior,13.78,0.41,51,0.28,11,23.33,5.57,48.4
Bug,Low,13,2,3,0,2,Junior,29.91,3.21,40,0.186,7,20.71,5.07,54.12
Improvement,Critical,3,3,3,0,1,Senior,39.03,0.53,40,0.312,8,2.7,1.28,29.69
Improvement,High,5,2,1,0,1,Expert,37.45,0.52,76,0.331,10,32.86,2.45,27.17
Improvement,Critical,3,5,5,1,0,Senior,33.59,4.8,8,0.049,0,13.1,1.41,56.3
Technical Debt,Low,1,5,5,0,0,Junior,3.91,5.0,45,0.349,10,28.29,1.57,19.22
Bug,Critical,3,1,2,1,1,Junior,25.1,0.58,15,0.45,2,28.54,1.6,19.82
Improvement,High,8,3,1,0,0,Junior,33.75,0.13,46,0.013,6,33.84,1.13,51.58
Bug,High,1,1,5,0,0,Senior,17.17,7.75,27,0.276,13,12.11,8.12,7.26
Feature,Low,1,3,5,0,0,Senior,29.79,1.92,27,0.302,1,34.91,5.31,4.99
Feature,High,2,1,2,1,0,Senior,7.25,0.72,74,0.355,13,11.22,7.74,11.34
Feature,Critical,8,5,4,0,0,Junior,8.72,3.77,93,0.193,3,16.35,2.51,32.5
Bug,High,5,5,4,0,1,Senior,26.46,0.92,10,0.409,3,25.01,8.57,46.78
Bug,High,5,1,1,1,0,Senior,18.61,0.56,28,0.27,6,6.27,1.85,18.97
Technical Debt,Critical,3,3,3,0,1,Junior,10.29,4.36,55,0.204,13,10.06,3.9,27.02
Feature,Medium,8,4,2,1,0,Expert,12.75,1.5,75,0.36,14,25.76,4.34,38.26
Feature,High,8,3,2,0,2,Junior,25.52,3.55,71,0.464,1,34.13,3.12,61.08
Spike,Medium,8,1,5,0,0,Senior,29.56,9.1,56,0.406,7,25.92,2.24,45.37
Feature,Critical,8,3,5,0,2,Expert,9.89,6.25,52,0.465,7,30.32,6.65,24.94
Bug,Low,5,2,2,0,0,Junior,38.3,7.56,73,0.133,12,2.27,1.08,23.56
Bug,Medium,3,3,3,1,1,Junior,2.31,2.48,58,0.059,14,20.62,8.12,8.78
Bug,High,8,5,4,1,0,Senior,28.6,5.71,34,0.267,5,32.08,1.38,135.02
Feature,High,13,5,1,0,1,Junior,13.06,1.48,51,0.022,3,24.2,9.68,32.84
Feature,High,1,2,4,0,0,Senior,20.18,0.74,35,0.337,1,24.0,8.81,5.62
Feature,Critical,1,3,1,1,0,Expert,23.65,0.06,76,0.12,14,7.9,4.73,8.5
Bug,Critical,13,4,3,0,0,Senior,23.34,3.86,57,0.227,2,30.28,2.28,55.12
Bug,Low,3,3,2,1,2,Senior,31.5,0.43,90,0.328,2,30.41,8.84,14.56
Feature,Medium,8,5,3,0,0,Senior,33.31,6.73,1,0.242,11,21.88,6.8,100.53
Bug,Low,3,5,2,1,1,Expert,4.79,4.69,27,0.118,2,15.51,5.54,12.05
Technical Debt,Medium,2,1,5,0,4,Senior,28.71,3.7,97,0.44,3,29.03,3.87,14.87
Feature,Medium,1,5,1,0,0,Expert,17.16,3.67,84,0.382,14,16.81,6.05,8.63
Bug,Critical,2,1,5,1,3,Senior,33.11,1.63,69,0.301,14,28.97,4.74,15.08
Improvement,High,2,5,2,0,0,Junior,25.14,0.36,62,0.349,6,17.49,5.19,26.35
Feature,Low,3,5,1,0,2,Junior,2.39,0.77,51,0.208,8,20.71,8.61,6.22
Feature,Low,5,4,1,0,3,Expert,27.33,0.71,59,0.188,9,26.43,9.57,25.3
Bug,High,21,1,5,1,4,Junior,37.18,2.19,89,0.08,12,10.01,9.66,68.76
Technical Debt,Medium,3,1,1,0,0,Senior,5.16,1.08,35,0.402,14,9.39,9.17,6.65
Technical Debt,Medium,5,5,2,1,2,Senior,20.78,2.41,81,0.191,3,23.71,8.22,53.9
Bug,High,5,1,2,0,0,Expert,25.78,4.12,61,0.346,12,33.43,5.08,17.31
Improvement,Critical,5,5,5,0,0,Senior,9.44,4.61,42,0.15,6,16.17,1.79,29.49
Feature,Medium,5,5,3,0,0,Senior,26.73,1.12,38,0.398,9,31.54,6.68,51.09
Bug,High,1,3,2,1,0,Expert,3.89,2.07,4,0.053,5,18.62,4.62,5.16
Bug,Medium,1,1,2,0,1,Expert,36.42,4.03,89,0.313,9,34.11,7.18,3.26
Feature,High,1,2,1,0,0,Junior,30.98,3.15,74,0.404,8,27.93,2.99,7.71
Improvement,Medium,2,1,1,0,4,Expert,37.76,5.02,49,0.33,7,30.22,7.88,6.68
Bug,Low,5,1,2,0,1,Junior,17.9,2.97,15,0.348,1,24.11,2.54,16.27
Feature,Critical,2,4,5,0,2,Senior,3.3,0.86,82,0.263,2,30.53,8.28,8.0
Spike,Medium,8,2,3,0,2,Junior,14.98,1.87,51,0.28,5,21.16,9.21,26.82
Feature,High,13,2,1,1,2,Senior,21.6,1.87,68,0.033,4,20.29,9.1,28.18
Feature,Medium,21,4,1,0,0,Expert,37.56,0.42,70,0.125,1,30.71,4.12,50.11
Feature,Low,13,4,3,0,1,Senior,35.56,2.38,2,0.361,1,1.51,4.51,81.27
Improvement,Low,3,1,1,0,0,Senior,24.57,5.21,88,0.473,4,17.28,8.54,9.31
Improvement,Medium,5,3,5,0,0,Junior,29.73,2.97,9,0.271,4,30.58,7.23,54.37
Feature,High,2,4,1,0,0,Expert,38.25,3.82,50,0.363,0,7.67,5.74,11.62
Improvement,Medium,8,2,1,0,1,Junior,34.32,6.18,68,0.342,14,33.57,9.65,72.2
Feature,High,8,2,2,0,0,Junior,27.04,0.48,31,0.5,9,26.18,5.65,49.34
Improvement,High,8,1,5,1,0,Senior,22.52,2.97,95,0.398,10,26.92,3.19,53.51
Bug,High,3,3,5,0,0,Senior,20.09,0.65,4,0.314,2,23.63,7.12,22.93
Bug,Medium,8,5,2,0,0,Senior,30.75,1.37,42,0.058,8,16.21,5.61,58.12
Spike,Critical,1,4,4,1,1,Junior,32.73,2.29,82,0.181,14,16.67,2.84,37.1
Feature,Medium,1,4,3,0,1,Junior,10.27,2.67,11,0.125,9,29.53,2.37,11.7
Feature,Medium,8,1,5,0,3,Expert,20.01,1.23,30,0.427,12,5.73,4.2,26.22
Bug,Medium,3,3,4,0,0,Expert,31.3,1.73,80,0.223,2,18.75,9.74,12.72
Spike,Medium,21,2,3,0,0,Expert,27.68,3.26,21,0.268,5,11.54,2.31,31.31
Feature,Low,1,2,5,1,0,Senior,24.48,2.88,58,0.482,5,34.47,5.24,7.15
Feature,High,8,5,1,0,3,Junior,14.3,1.42,51,0.418,1,1.13,3.94,37.85
Feature,Medium,3,2,5,0,0,Senior,25.15,1.81,46,0.395,6,3.16,9.49,21.79
Bug,Medium,8,4,3,0,0,Senior,25.26,0.73,85,0.071,8,33.89,4.4,48.54
Feature,High,8,5,4,0,0,Junior,18.43,3.22,48,0.011,8,19.49,3.04,68.81
Improvement,Medium,13,3,1,1,0,Junior,38.49,3.51,55,0.063,7,5.71,5.3,96.12
Spike,Medium,3,5,3,0,0,Senior,26.82,3.34,89,0.37,13,16.25,2.38,63.4
Bug,Medium,13,3,3,0,1,Senior,34.33,5.49,30,0.205,4,11.97,4.41,64.99
Feature,High,2,2,5,0,1,Junior,6.9,2.61,58,0.059,7,31.98,7.59,13.0
Bug,Low,1,1,2,0,0,Junior,30.76,5.66,69,0.37,8,24.38,6.39,3.99
Feature,Medium,3,5,2,0,0,Expert,24.87,3.25,75,0.097,0,5.44,1.1,15.59
Technical Debt,Medium,8,5,1,0,0,Junior,13.71,1.01,42,0.295,0,19.24,5.48,26.95
Bug,High,3,4,3,0,1,Senior,7.18,1.82,90,0.371,10,5.57,8.32,17.77
Feature,High,8,4,4,0,2,Senior,16.43,4.32,80,0.304,12,23.62,6.07,57.84
Improvement,High,5,3,1,0,2,Expert,18.77,4.54,73,0.497,4,25.73,5.23,25.86
Bug,Low,2,1,1,0,0,Senior,7.35,0.15,4,0.217,6,20.11,4.74,4.86
Bug,Medium,13,4,5,1,1,Junior,27.46,0.19,3,0.156,12,33.84,5.83,118.13
Feature,Medium,1,4,4,0,3,Junior,13.67,3.02,14,0.101,8,33.11,1.67,11.76
Technical Debt,Low,8,2,3,0,1,Senior,32.63,1.14,1,0.252,8,8.0,8.2,51.07
Spike,Medium,3,2,3,0,0,Junior,26.64,0.59,48,0.426,13,1.01,8.71,41.52
Bug,Medium,5,4,3,0,1,Junior,13.8,1.53,55,0.473,2,23.53,6.33,37.67
Spike,Medium,3,3,1,0,1,Junior,15.68,0.76,7,0.486,0,17.17,9.81,28.53
Feature,High,2,1,5,0,0,Junior,37.8,3.67,15,0.266,2,12.38,6.0,13.24
Bug,Medium,3,4,1,1,0,Junior,38.03,3.45,63,0.303,7,32.17,1.24,34.42
Bug,High,2,3,2,1,1,Junior,17.9,1.68,83,0.291,6,34.27,5.17,17.24
Bug,Medium,2,3,2,0,2,Junior,27.81,2.16,23,0.233,4,32.64,4.6,11.49
Bug,Medium,2,4,3,1,4,Expert,39.24,5.39,98,0.076,10,18.01,2.75,15.12
Feature,Medium,3,3,5,1,0,Expert,39.77,1.09,54,0.033,9,24.91,5.81,21.95
Feature,Low,8,5,3,1,1,Junior,4.74,0.47,53,0.218,11,6.83,5.09,20.32
Feature,Low,5,3,3,1,0,Junior,23.03,1.31,80,0.093,14,33.33,2.54,54.4
Feature,Medium,8,4,1,0,3,Expert,29.61,3.33,68,0.443,8,10.65,5.55,62.12
Improvement,Critical,5,3,3,0,0,Senior,9.1,4.1,77,0.381,12,7.55,8.51,24.17
Feature,High,5,4,3,0,0,Expert,33.23,6.56,77,0.309,3,3.05,5.58,38.09
Feature,Low,5,2,5,0,0,Junior,19.8,2.69,59,0.024,5,19.71,2.96,28.18
Bug,High,3,4,5,0,1,Senior,20.91,4.39,30,0.311,11,33.25,7.17,31.46
Bug,High,5,3,5,0,0,Expert,12.42,1.5,19,0.311,4,5.61,8.83,18.83
Technical Debt,High,1,4,3,0,1,Senior,13.41,2.1,76,0.22,5,5.11,4.11,12.28
Bug,High,8,1,5,0,0,Senior,5.2,5.35,53,0.329,14,10.27,1.64,11.25
Feature,Medium,8,4,5,0,0,Senior,37.4,2.08,8,0.429,3,23.62,9.23,66.93
Technical Debt,Medium,2,4,4,0,0,Expert,16.51,5.0,33,0.379,2,19.63,7.14,21.49
Bug,Medium,8,1,4,0,0,Expert,8.16,2.86,75,0.237,14,4.27,9.92,10.47
Feature,Medium,1,1,2,0,0,Junior,7.41,4.98,79,0.131,4,16.04,7.25,4.18
Bug,Medium,2,1,1,0,1,Junior,17.48,2.1,64,0.239,4,3.28,2.12,5.89
Spike,High,1,5,1,0,0,Junior,26.02,1.02,15,0.473,13,29.96,4.9,25.95
Feature,Critical,8,4,5,0,0,Expert,31.56,0.83,69,0.41,10,4.64,1.39,72.73
Feature,Critical,8,1,2,0,1,Junior,37.13,4.25,83,0.014,1,17.02,4.07,46.23
Feature,High,8,1,2,0,0,Junior,26.16,0.89,5,0.391,9,18.36,8.07,35.63
Feature,High,1,2,4,1,1,Expert,17.99,0.51,34,0.085,3,19.02,6.0,5.31
Bug,Critical,5,5,2,1,3,Senior,18.03,2.54,2,0.286,12,21.71,5.13,68.1
Bug,Low,5,4,3,1,0,Expert,23.83,3.37,20,0.403,2,24.85,8.63,31.68
Feature,Medium,2,3,5,0,1,Senior,22.45,0.36,6,0.281,13,1.15,2.59,15.92
Spike,Medium,5,5,3,1,1,Junior,26.35,1.71,77,0.202,6,2.05,5.85,117.18
Improvement,High,1,5,1,1,0,Junior,21.13,3.84,29,0.161,4,21.79,6.83,16.09
Bug,Medium,2,2,4,1,1,Senior,4.24,1.96,21,0.153,14,7.19,9.33,9.04
Technical Debt,High,3,4,3,0,0,Junior,21.03,0.32,13,0.419,5,29.28,2.47,44.74
Feature,Low,5,4,5,0,0,Senior,2.86,1.92,54,0.413,13,22.34,7.36,9.08
Bug,Medium,2,1,3,1,2,Senior,8.86,2.96,88,0.412,10,34.33,1.41,11.35
Bug,High,2,1,3,0,1,Junior,16.72,1.25,66,0.141,14,25.75,6.11,9.69
Technical Debt,Medium,2,5,2,1,3,Senior,22.95,2.61,4,0.399,6,4.08,6.8,39.64
Improvement,Medium,2,2,4,0,1,Expert,9.02,3.88,68,0.018,1,6.81,8.56,7.29
Feature,Medium,2,4,1,0,0,Expert,12.5,2.27,58,0.103,9,2.58,3.91,12.21
Spike,Medium,3,2,5,0,1,Senior,16.22,3.6,8,0.257,3,26.2,7.27,30.81
Feature,High,5,3,5,0,1,Junior,9.49,0.52,47,0.203,13,5.31,1.83,26.86
Technical Debt,Medium,3,4,1,0,1,Expert,39.95,0.43,36,0.056,14,23.57,3.0,24.04
Spike,High,8,1,5,0,2,Senior,32.58,5.27,67,0.021,5,19.88,7.96,41.53
Feature,Low,5,5,2,0,3,Expert,32.82,5.71,19,0.306,2,22.53,9.03,27.37
Improvement,High,2,2,3,0,0,Senior,23.62,2.27,84,0.157,5,18.29,1.15,11.65
Feature,Medium,1,1,2,0,0,Junior,38.53,0.1,49,0.008,9,1.44,2.5,4.43
Bug,High,8,5,2,1,1,Expert,29.82,3.06,23,0.215,14,9.61,2.89,97.58
Bug,High,1,1,2,0,1,Senior,14.57,2.54,70,0.153,0,31.09,5.67,3.56
Bug,Medium,2,4,1,0,1,Junior,25.2,2.1,48,0.288,7,32.6,2.39,14.26
Spike,High,1,2,4,0,0,Senior,22.66,2.78,7,0.465,9,4.31,9.78,15.4
Improvement,High,5,3,1,0,0,Junior,24.05,2.21,74,0.154,4,33.39,4.49,42.41
Bug,Medium,5,1,1,0,0,Senior,33.07,1.61,72,0.499,13,23.8,2.29,17.36
Technical Debt,Medium,21,2,2,0,1,Senior,21.36,0.8,5,0.043,13,32.37,7.97,27.07
Spike,Critical,8,4,4,0,0,Junior,29.69,3.11,39,0.044,13,14.64,6.06,97.8
Feature,High,3,1,1,0,1,Expert,11.52,0.69,80,0.356,10,4.46,9.23,10.31
Spike,Medium,3,4,4,0,3,Senior,37.42,4.98,53,0.374,13,11.28,9.42,50.08
Feature,Medium,3,3,2,1,0,Junior,5.28,0.42,76,0.211,0,24.45,8.7,9.63
Technical Debt,High,2,3,1,0,0,Junior,39.76,4.56,16,0.143,13,28.04,6.08,29.56
Feature,High,2,5,4,1,0,Expert,26.04,0.57,50,0.397,9,2.7,3.0,31.54
Feature,High,2,5,5,0,0,Junior,19.86,2.96,1,0.478,9,17.56,4.86,42.66
Bug,Medium,2,5,1,0,0,Expert,13.81,0.07,29,0.495,14,3.19,5.34,11.73
Bug,High,2,4,1,0,0,Junior,17.4,0.95,31,0.317,10,30.36,9.78,16.12
Feature,Medium,3,5,1,0,1,Junior,31.73,1.25,49,0.37,0,17.2,3.27,29.29
Feature,Medium,13,2,4,0,0,Senior,7.3,5.04,99,0.411,10,32.1,4.91,23.46
Bug,High,5,4,3,0,1,Senior,11.6,0.1,70,0.399,9,3.67,6.06,27.73
Spike,Critical,21,4,1,1,3,Junior,6.7,0.33,15,0.497,14,12.24,4.52,108.04
Feature,Medium,3,5,5,0,0,Expert,18.21,0.54,82,0.405,11,24.0,2.09,31.78
Feature,Medium,3,5,5,1,2,Junior,16.71,4.41,78,0.331,2,10.98,9.01,52.61
Bug,High,3,4,2,0,0,Expert,26.65,2.13,54,0.188,5,29.61,8.21,18.62
Feature,Medium,2,3,3,1,0,Senior,39.84,0.77,56,0.299,1,34.55,3.31,14.11
Technical Debt,High,2,3,3,0,1,Junior,35.91,6.32,77,0.44,7,10.56,5.03,34.42
Technical Debt,High,13,5,4,0,0,Senior,35.45,3.5,44,0.153,10,13.28,7.62,115.35
Bug,Low,21,3,2,0,0,Expert,26.54,0.84,51,0.015,9,33.89,9.76,32.05
Feature,Critical,1,2,4,0,0,Senior,12.28,4.69,70,0.164,6,13.17,2.51,10.65
Improvement,High,2,2,2,0,3,Senior,16.6,3.15,46,0.48,10,19.9,6.74,17.87
Bug,High,3,2,3,0,0,Junior,11.5,2.67,32,0.397,1,27.15,8.36,20.59
Technical Debt,High,2,4,4,1,2,Senior,7.13,1.31,97,0.094,0,15.9,1.23,16.05
Bug,High,3,4,2,0,1,Expert,18.57,2.15,23,0.006,6,13.67,8.3,15.45
Improvement,Low,2,4,3,0,0,Senior,36.11,1.3,34,0.335,12,17.85,8.11,14.16
Bug,Medium,3,4,3,0,0,Senior,30.27,1.21,63,0.29,12,27.5,9.31,27.0
Bug,High,3,4,1,1,0,Junior,39.42,1.1,84,0.041,6,11.61,1.76,26.8
Spike,Medium,3,5,4,1,0,Expert,9.4,1.05,87,0.483,2,12.93,2.12,22.37
Bug,Low,1,3,1,0,0,Junior,21.02,1.29,79,0.309,13,7.43,5.67,5.05
Bug,High,3,5,3,0,0,Senior,32.14,4.05,59,0.326,9,24.85,8.84,36.14
Feature,High,21,3,4,0,0,Junior,19.5,2.8,80,0.427,12,31.58,8.87,57.54
Bug,Medium,3,5,4,0,0,Senior,15.49,2.32,28,0.169,7,7.32,7.3,23.26
Bug,High,8,2,5,0,1,Senior,33.0,4.12,17,0.279,7,2.18,5.04,56.44
Feature,High,8,1,2,0,0,Senior,18.35,2.69,57,0.288,4,13.96,3.08,20.74
Feature,Medium,13,4,5,1,3,Expert,36.69,2.01,47,0.484,6,14.95,5.27,110.2
Bug,High,8,1,5,0,0,Junior,12.2,2.44,10,0.066,2,22.96,2.95,13.44
Improvement,Medium,5,1,3,0,1,Junior,36.07,1.08,2,0.379,5,3.91,7.96,27.08
Bug,Medium,8,2,2,0,3,Expert,12.58,3.53,41,0.288,2,28.93,4.79,12.48
Feature,Medium,1,1,5,0,0,Junior,13.0,0.38,17,0.423,10,20.52,5.85,7.12
Improvement,Medium,3,1,5,0,1,Senior,17.98,2.99,15,0.416,11,19.56,7.13,16.53
Feature,Medium,21,2,4,0,0,Expert,21.6,0.52,40,0.006,8,11.76,5.74,22.93
Bug,High,8,3,3,0,3,Expert,17.89,0.01,64,0.128,6,13.42,7.8,21.37
Feature,High,13,5,5,0,1,Senior,34.76,2.25,42,0.09,0,2.88,8.07,83.95
Feature,High,8,1,2,0,0,Senior,32.23,3.02,42,0.231,7,26.63,3.18,34.95
Feature,High,8,4,1,0,1,Senior,13.77,2.76,90,0.453,8,21.56,3.68,35.5
Feature,Medium,5,2,1,0,1,Junior,21.44,2.96,30,0.003,9,34.2,1.53,28.51
Feature,Low,8,1,3,0,0,Junior,18.38,3.57,27,0.244,1,13.02,1.8,22.24
Feature,High,5,3,1,0,2,Expert,4.13,6.03,50,0.442,0,23.65,8.47,7.16
Bug,Low,13,3,4,0,1,Junior,30.43,0.31,26,0.463,14,32.26,2.93,86.57
Bug,Medium,8,4,4,0,0,Senior,8.9,1.1,8,0.329,14,25.2,8.51,23.23
Feature,High,8,1,2,1,2,Senior,37.5,1.88,37,0.415,10,2.37,9.87,55.29
Technical Debt,Medium,5,4,3,0,0,Junior,17.12,3.97,35,0.162,3,22.5,3.19,47.96
Feature,High,3,3,3,0,1,Junior,25.65,0.12,59,0.143,8,19.54,5.14,25.97
Bug,Medium,1,3,1,0,0,Senior,33.1,1.02,90,0.025,5,17.98,5.83,4.44
Feature,Low,13,5,5,0,2,Senior,8.85,1.92,56,0.252,10,19.8,9.49,33.24
Feature,Medium,5,3,5,0,1,Senior,22.56,2.47,46,0.228,12,16.66,2.61,45.68
Bug,High,3,2,5,0,1,Junior,11.02,0.13,89,0.186,11,24.52,8.52,20.08
Bug,Medium,2,5,2,0,4,Junior,21.37,0.47,90,0.057,9,1.51,9.62,17.34
Technical Debt,Medium,8,4,3,0,0,Junior,24.02,0.56,67,0.115,7,7.41,5.99,57.67
Bug,High,8,3,1,0,0,Junior,8.43,3.48,50,0.102,6,13.42,2.37,14.31
Spike,Critical,8,2,2,0,1,Junior,24.07,3.5,57,0.472,4,16.39,4.0,46.49
Feature,Medium,5,5,4,0,0,Senior,19.29,4.78,47,0.483,4,5.44,9.63,64.95
Feature,Medium,3,2,4,0,0,Junior,21.84,2.93,58,0.002,13,28.88,2.51,24.98
Feature,Medium,3,5,4,0,1,Junior,36.39,0.38,75,0.085,5,32.6,5.39,33.99
Feature,Critical,1,5,3,1,1,Junior,20.38,0.51,46,0.444,14,26.54,2.71,27.51
Bug,Critical,8,5,4,0,0,Senior,20.09,0.44,14,0.019,5,32.58,9.14,44.54
Bug,Medium,1,4,5,1,2,Senior,19.88,0.51,93,0.472,4,26.27,6.31,10.88
Feature,High,5,5,4,1,1,Junior,25.68,0.07,77,0.19,7,16.0,9.31,101.56
Spike,Medium,5,5,2,0,2,Senior,15.97,0.25,71,0.269,2,14.37,9.52,31.55
Technical Debt,Low,5,2,4,0,3,Senior,32.45,4.16,91,0.382,8,6.66,5.4,36.48
Feature,Low,13,5,5,0,0,Junior,12.87,1.86,94,0.122,4,3.94,9.43,41.11
Feature,Medium,1,4,4,0,1,Expert,13.38,0.91,1,0.05,8,8.47,1.01,7.35
Feature,Medium,8,2,1,0,0,Junior,24.37,3.74,78,0.405,4,19.09,2.73,37.83
Feature,Low,1,5,5,1,2,Junior,11.88,0.77,60,0.492,2,5.59,7.61,13.09
Feature,High,1,2,3,0,1,Senior,5.42,0.34,39,0.329,8,33.34,5.74,6.33
Bug,Medium,3,4,4,1,0,Junior,9.81,0.81,42,0.413,1,8.43,9.92,29.14
Feature,High,1,2,2,0,3,Junior,36.72,4.14,47,0.471,11,29.34,8.06,9.98
Feature,Medium,8,4,4,1,1,Expert,2.41,3.66,71,0.114,12,28.84,6.98,17.44
Spike,Medium,5,3,2,0,3,Senior,7.07,2.56,68,0.175,4,5.8,9.21,10.3
Improvement,Medium,1,5,1,1,0,Junior,30.81,5.24,56,0.11,2,25.17,4.03,14.2
Spike,Medium,1,4,3,0,2,Expert,39.23,5.5,67,0.031,6,29.02,2.51,11.04
Feature,Medium,5,5,5,0,1,Junior,28.15,4.03,11,0.366,3,31.07,5.92,81.83
Feature,Medium,8,4,5,0,1,Junior,37.05,3.75,73,0.073,14,33.44,3.15,102.04
Bug,Medium,3,1,3,0,2,Junior,34.5,2.31,67,0.046,13,32.62,3.09,14.74
Feature,Medium,5,1,1,0,1,Senior,20.24,0.3,50,0.179,7,11.58,3.76,17.84
Feature,High,8,1,1,0,1,Junior,14.67,2.22,73,0.03,0,10.1,7.08,12.32
Improvement,High,5,4,4,0,0,Senior,26.03,2.63,28,0.09,4,14.52,1.21,47.07
Bug,Low,2,5,1,0,2,Junior,22.28,2.39,91,0.035,7,16.81,8.65,10.7
Bug,Medium,5,1,4,0,1,Senior,2.98,0.09,28,0.439,1,8.95,6.51,3.04
Bug,Low,5,5,2,0,2,Junior,38.38,3.2,82,0.39,5,3.93,3.74,43.48
Bug,High,5,4,3,1,0,Junior,23.67,3.59,12,0.43,6,23.32,2.02,64.2
Feature,Medium,5,5,2,1,0,Expert,35.23,1.29,56,0.434,5,6.92,8.11,54.07
Feature,Medium,13,5,2,1,0,Senior,29.92,2.9,97,0.472,9,32.11,4.93,116.26
Feature,Medium,2,1,2,0,2,Senior,14.95,0.24,45,0.093,2,10.78,4.92,6.68
Feature,Critical,13,2,2,0,0,Junior,36.24,2.93,19,0.45,5,7.72,5.23,71.13
Spike,Medium,5,3,5,0,0,Senior,32.04,3.43,81,0.263,6,7.6,4.73,68.8
